area,isector,account_entry,transaction,instr_asset,ref_date,period,value,unit,unit_mult,prices,ref_year_price,activity,consolidation,note
"CZ","S1","C","P1","_Z","_Z","1998","403552","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","421999","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","472174","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","493632","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","519341","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","568600","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","615110","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","637301","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","699583","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","752025","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","762393","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","737831","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","800857","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","833607","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","802207","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","819264","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","871254","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","919456","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","928690","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","1001647","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","1010286","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","1044577","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","1012699","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","1093947","CZK","6","L","2015","G","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","378790","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","390074","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","391342","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","394695","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","422851","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","440451","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","450515","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","439149","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","444633","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","464163","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","497195","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","489545","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","534772","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","542350","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","543233","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","590050","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","649728","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","653115","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","594721","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","608734","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","593482","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","584064","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","579717","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","591843","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","634816","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","656662","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","690629","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","736155","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","751106","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","673968","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","759469","CZK","6","L","2015","H","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","111602","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","141448","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","156988","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","174205","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","193903","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","204183","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","202569","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","197875","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","187739","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","190897","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","183143","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","177169","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","184597","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","182086","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","175407","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","184098","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","209287","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","201790","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","186147","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","172495","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","174648","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","164203","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","161742","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","159182","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","169909","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","179930","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","195271","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","199573","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","206550","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","129976","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","137351","CZK","6","L","2015","I","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","56783","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","79736","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","99486","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","106993","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","132289","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","152809","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","173673","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","172486","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","179509","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","198327","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","214568","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","222637","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","236710","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","245518","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","277225","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","308694","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","333604","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","341323","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","342057","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","342917","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","346257","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","338154","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","346497","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","362968","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","401386","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","423554","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","456175","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","491805","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","530221","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","543623","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","576634","CZK","6","L","2015","J","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","84548","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","106739","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","138059","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","144715","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","151938","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","174594","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","181149","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","212681","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","211815","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","202060","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","214388","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","197668","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","214282","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","225922","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","243885","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","261191","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","293388","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","298489","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","302043","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","312986","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","309199","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","310306","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","322988","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","320999","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","335559","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","342569","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","369756","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","396519","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","407663","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","405849","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","458135","CZK","6","L","2015","K","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","376890","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","353691","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","328810","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","323122","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","357252","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","355150","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","362564","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","376099","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","397674","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","435347","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","446110","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","446492","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","459364","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","486888","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","501334","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","519458","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","543008","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","589344","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","592924","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","607964","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","625981","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","631549","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","644730","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","649574","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","664852","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","687240","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","708387","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","726599","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","745139","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","753666","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","750087","CZK","6","L","2015","L","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","218178","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","264780","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","315623","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","288535","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","278822","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","269333","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","278456","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","293545","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","297136","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","310611","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","328535","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","359927","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","395079","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","385369","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","409601","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","409137","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","477928","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2008","508711","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2009","462834","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2010","475422","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2011","474757","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2012","472345","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2013","470249","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2014","486843","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2015","505240","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2016","520266","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2017","537537","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2018","569495","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2019","568757","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2020","541711","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2021","583544","CZK","6","L","2015","M","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1991","115651","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1992","135849","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1993","137489","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1994","123285","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1995","129957","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1996","128414","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1997","128885","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1998","123853","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","1999","120258","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2000","122206","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2001","132439","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2002","137789","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2003","140545","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2004","147219","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2005","147102","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2006","159125","CZK","6","L","2015","N","N","P.1c"
"CZ","S1","C","P1","_Z","_Z","2007","187330","CZK","6","L","2015","N","N","P.1c"
